name,playcount,listeners,mbid,url,streamable,tags
Beck,123093980,3539193,a8baaa41-50f1-4f63-979e-717c14979dfb,https://www.last.fm/music/Beck,0,"alternative, indie, rock"
Nickelback,102831614,3434912,bc710bcf-8815-42cf-bad2-3f1d12246aeb,https://www.last.fm/music/Nickelback,0,"rock, alternative rock, hard rock"
Simon & Garfunkel,87203562,3001132,5d02f264-e225-41ff-83f7-d9b1f0b1874a,https://www.last.fm/music/Simon+&+Garfunkel,0,"folk, classic rock, singer-songwriter"
Beastie Boys,98829048,2909334,9beb62b2-88db-4cea-801e-162cd344ee53,https://www.last.fm/music/Beastie+Boys,0,"Hip-Hop, rap, alternative"
Sum 41,112155374,2815887,f2eef649-a6d5-4114-afba-e50ab26254d2,https://www.last.fm/music/Sum+41,0,"punk rock, punk, pop punk"
Lily Allen,85568797,2809413,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,https://www.last.fm/music/Lily+Allen,0,"pop, female vocalists, british"
Jimmy Eat World,86983395,2698952,bbc5b66b-d037-4f26-aecf-0b129e7f876a,https://www.last.fm/music/Jimmy+Eat+World,0,"rock, alternative, emo"
Lynyrd Skynyrd,44795948,2605487,c544ed4d-2390-4442-a83e-1ea2883b09c8,https://www.last.fm/music/Lynyrd+Skynyrd,0,"classic rock, Southern Rock, rock"
The Prodigy,117342613,2587952,4a4ee089-93b1-4470-af9a-6ff575d32704,https://www.last.fm/music/The+Prodigy,0,"electronic, techno, industrial"
Whitney Houston,41666258,2457611,0307edfc-437c-4b48-8700-80680e66a228,https://www.last.fm/music/Whitney+Houston,0,"pop, female vocalists, soul"
B.o.B,34303435,2436393,bb4d8640-fe09-4019-9068-2b22a086012c,https://www.last.fm/music/B.o.B,0,"Hip-Hop, rap, hip hop"
Jessie J,42829875,2293778,d24fb461-dee8-41fc-bb15-2f13bb2644a6,https://www.last.fm/music/Jessie+J,0,"pop, british, female vocalists"
Gotye,40129557,2270640,6f6fd596-76e0-4b82-aa37-f558ac2d337b,https://www.last.fm/music/Gotye,0,"indie, electronic, alternative"
Ludacris,23665863,2260343,0638ba22-040f-438d-83a5-9b670c4adaf5,https://www.last.fm/music/Ludacris,0,"rap, Hip-Hop, Dirty South"
Avenged Sevenfold,137483057,2225318,24e1b53c-3085-4581-8472-0b0088d2508c,https://www.last.fm/music/Avenged+Sevenfold,0,"metalcore, metal, hard rock"
Sean Paul,29542600,2222113,c3da3346-2643-48a7-93cd-011f6834b3d7,https://www.last.fm/music/Sean+Paul,0,"dancehall, reggae, Hip-Hop"
Sonic Youth,98971852,2208818,be04c6a7-f7e8-4236-8124-3883d05eb259,https://www.last.fm/music/Sonic+Youth,0,"alternative, experimental, post-punk"
Mika,52054430,2145466,e4914285-d20d-4fc2-ae32-42cba8aeeed0,https://www.last.fm/music/Mika,0,"pop, british, britpop"
Neil Young,79950514,2106618,75167b8b-44e4-407b-9d35-effe87b223cf,https://www.last.fm/music/Neil+Young,0,"classic rock, singer-songwriter, rock"
Leona Lewis,32035379,2083037,8d552dfc-648f-401f-90de-e925013ca537,https://www.last.fm/music/Leona+Lewis,0,"pop, female vocalists, soul"
The Postal Service,54602537,2046601,299278d3-25dd-4f30-bae4-5b571c28034d,https://www.last.fm/music/The+Postal+Service,0,"indie, electronic, indie pop"
Tenacious D,62700440,1968894,148ddea2-6839-4354-8e2c-5dfadf136b7f,https://www.last.fm/music/Tenacious+D,0,"rock, comedy, hard rock"
Damien Rice,58394154,1954718,2119beb8-6ac5-4f21-82a4-b831c90c0024,https://www.last.fm/music/Damien+Rice,0,"singer-songwriter, acoustic, indie"
Lou Reed,40549254,1946680,9d1ebcfe-4c15-4d18-95d3-d919898638a1,https://www.last.fm/music/Lou+Reed,0,"rock, classic rock, singer-songwriter"
All Time Low,95061511,1937768,62162215-b023-4f0e-84bd-1e9412d5b32c,https://www.last.fm/music/All+Time+Low,0,"pop punk, rock, powerpop"
LMFAO,24393883,1882743,ed5d9086-e8cd-473a-b96c-d81ad6c98f0d,https://www.last.fm/music/LMFAO,0,"electronic, Hip-Hop, electro"
Billie Holiday,39523963,1878462,d59c4cda-11d9-48db-8bfe-b557ee602aed,https://www.last.fm/music/Billie+Holiday,0,"jazz, blues, female vocalists"
Travis,44617662,1878279,960607c6-b0e3-483d-be67-8232eb50eb95,https://www.last.fm/music/Travis,0,"britpop, indie, rock"
Goldfrapp,52579426,1851399,7b885d42-3c41-4f43-9944-a5855ec5155e,https://www.last.fm/music/Goldfrapp,0,"electronic, trip-hop, female vocalists"
Lifehouse,42040847,1834979,04591295-6d94-45cb-b6c7-1ae17c6f380e,https://www.last.fm/music/Lifehouse,0,"rock, alternative rock, alternative"
PJ Harvey,81018886,1829299,e795e03d-b5d5-4a5f-834d-162cfb308a2c,https://www.last.fm/music/PJ+Harvey,0,"female vocalists, alternative, rock"
Editors,61517547,1822271,0efe858c-89e5-4e47-906a-356fa953fd6e,https://www.last.fm/music/Editors,0,"seen live, indie, indie rock"
Sara Bareilles,35698932,1793186,e54be6b7-5c26-4b47-bb3f-c137429b9b55,https://www.last.fm/music/Sara+Bareilles,0,"female vocalists, pop, singer-songwriter"
Wolfmother,36127895,1791704,f0c8f75f-8736-4b1d-b312-9349fcff321d,https://www.last.fm/music/Wolfmother,0,"rock, hard rock, Stoner Rock"
Bloodhound Gang,39223787,1789334,b2dbfc09-b332-408b-a235-1850e41971c5,https://www.last.fm/music/Bloodhound+Gang,0,"rock, alternative, alternative rock"
Eels,55684144,1786134,14387b0f-765c-4852-852f-135335790466,https://www.last.fm/music/Eels,0,"indie, alternative, rock"
Paul Simon,39318601,1747891,05517043-ff78-4988-9c22-88c68588ebb9,https://www.last.fm/music/Paul+Simon,0,"singer-songwriter, folk, classic rock"
Judas Priest,83400552,1743870,6b335658-22c8-485d-93de-0bc29a1d0349,https://www.last.fm/music/Judas+Priest,0,"heavy metal, metal, hard rock"
Colbie Caillat,27152249,1743337,efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9,https://www.last.fm/music/Colbie+Caillat,0,"female vocalists, pop, acoustic"
Fabolous,14174661,1738647,d2299099-e617-46dd-b013-ba0b4c72bc63,https://www.last.fm/music/Fabolous,0,"Hip-Hop, rap, hip hop"
R. Kelly,18151319,1731702,c2d25856-a09a-4d15-b404-77dd19c19e63,https://www.last.fm/music/R.+Kelly,0,"rnb, soul, Hip-Hop"
Nick Cave & The Bad Seeds,83298431,1717432,172e1f1a-504d-4488-b053-6344ba63e6d0,https://www.last.fm/music/Nick+Cave+&+The+Bad+Seeds,0,"post-punk, rock, alternative"
Tom Waits,102796047,1709902,c3aeb863-7b26-4388-94e8-5a240f2be21b,https://www.last.fm/music/Tom+Waits,0,"blues, singer-songwriter, experimental"
The Decemberists,68933392,1705284,97b1142f-c71e-4971-8736-4a8ceaf6b4c3,https://www.last.fm/music/The+Decemberists,0,"indie, indie rock, folk"
Broken Social Scene,61159070,1683321,2eada8f8-056a-4093-bbc2-004909ce743b,https://www.last.fm/music/Broken+Social+Scene,0,"indie, indie rock, Canadian"
Hot Chip,52754646,1674372,d8915e13-d67a-4aa0-9c0b-1f126af951af,https://www.last.fm/music/Hot+Chip,0,"electronic, seen live, indie"
Janis Joplin,27914711,1669198,76c9a186-75bd-436a-85c0-823e3efddb7f,https://www.last.fm/music/Janis+Joplin,0,"classic rock, blues, female vocalists"
Yann Tiersen,83712799,1662221,12d432a3-feb0-49b1-a107-d20751880764,https://www.last.fm/music/Yann+Tiersen,0,"instrumental, Soundtrack, french"
TV on the Radio,48166235,1659591,eb872766-98f6-453d-883f-2ae908a18315,https://www.last.fm/music/TV+on+the+Radio,0,"indie, indie rock, experimental"
Thievery Corporation,53111020,1653274,a505bb48-ad65-4af4-ae47-29149715bff9,https://www.last.fm/music/Thievery+Corporation,0,"chillout, trip-hop, electronic"
Corinne Bailey Rae,21027369,1646777,bc85c6f6-6b06-44c1-8754-ef32c1e6b824,https://www.last.fm/music/Corinne+Bailey+Rae,0,"soul, female vocalists, jazz"
Imogen Heap,41853736,1643267,328d146c-79f1-4eb6-9e40-8ee5710c14e5,https://www.last.fm/music/Imogen+Heap,0,"female vocalists, indie, electronic"
Cher,25960241,1641477,bfcc6d75-a6a5-4bc6-8282-47aec8531818,https://www.last.fm/music/Cher,0,"pop, female vocalists, 80s"
The Ting Tings,28150391,1625393,e618770f-e994-41c3-856f-1eedf56b6d74,https://www.last.fm/music/The+Ting+Tings,0,"indie, electronic, british"
Bing Crosby,19912690,1622494,2437980f-513a-44fc-80f1-b90d9d7fcf8f,https://www.last.fm/music/Bing+Crosby,0,"jazz, swing, oldies"
Zero 7,44468899,1620763,c23b637b-97c6-41eb-8ef6-6c724efc80a8,https://www.last.fm/music/Zero+7,0,"chillout, electronic, downtempo"
Kool & The Gang,15456465,1616182,2469950a-f0ca-425a-bfbc-baf55ea3afde,https://www.last.fm/music/Kool+&+The+Gang,0,"funk, soul, Disco"
James Morrison,25361517,1613884,b49a9595-3576-44bb-8ac0-e26d3f5b42ff,https://www.last.fm/music/James+Morrison,0,"singer-songwriter, british, soul"
Klaxons,34973734,1613112,63011a8d-0117-4f7e-9991-1ef1f337ff70,https://www.last.fm/music/Klaxons,0,"new rave, indie, electronic"
Billy Talent,80008271,1605401,fd429857-5ace-4609-ae54-1502c3bdac11,https://www.last.fm/music/Billy+Talent,0,"punk rock, seen live, rock"
Enya,62764853,1605153,4967c0a1-b9f3-465e-8440-4598fd9fc33c,https://www.last.fm/music/Enya,0,"new age, celtic, female vocalists"
Duffy,23684195,1604776,da4f7583-bb31-49d2-9364-4bdf8bfb351c,https://www.last.fm/music/Duffy,0,"soul, female vocalists, british"
Razorlight,25589023,1603983,f2cb0435-d643-4fab-9587-fdb0279330a7,https://www.last.fm/music/Razorlight,0,"indie, indie rock, seen live"
Sarah McLachlan,24927739,1574982,ce58d854-7430-4231-aa44-97f0144b3372,https://www.last.fm/music/Sarah+McLachlan,0,"female vocalists, singer-songwriter, pop"
Beirut,87003968,1574600,989276c4-d2e8-4599-a2a0-c9ebeba73104,https://www.last.fm/music/Beirut,0,"folk, indie, indie folk"
P.O.D.,33554503,1569971,b3b81e34-2bfa-4d3c-be35-8a528f06fcd0,https://www.last.fm/music/P.O.D.,0,"Nu Metal, rapcore, rock"
The Raconteurs,36780261,1565452,be407b02-f3e6-4ed5-9489-f8e5f0ab36dc,https://www.last.fm/music/The+Raconteurs,0,"rock, alternative rock, alternative"
Groove Armada,27906681,1563450,35723b60-732e-4bd8-957f-320b416e7b7f,https://www.last.fm/music/Groove+Armada,0,"electronic, chillout, House"
The Libertines,49776533,1561185,e6e64ac4-9233-4bb6-92f3-1392f8b018f3,https://www.last.fm/music/The+Libertines,0,"indie, indie rock, british"
Tegan and Sara,87924023,1551857,d13f0f47-36f9-4661-87fe-2de56f45c649,https://www.last.fm/music/Tegan+and+Sara,0,"indie, female vocalists, Canadian"
Faithless,29062994,1545147,23d9d74d-c95e-46a6-be26-a6075c49747a,https://www.last.fm/music/Faithless,0,"electronic, trip-hop, dance"
Dave Matthews Band,51803471,1536398,07e748f1-075e-428d-85dc-ce3be434e906,https://www.last.fm/music/Dave+Matthews+Band,0,"rock, alternative, Jam"
Coolio,11568827,1534332,cc30e630-8c75-4d78-b205-8e2edc6bdaa7,https://www.last.fm/music/Coolio,0,"rap, Hip-Hop, hip hop"
Kings of Convenience,62810762,1528018,cf0f4547-ffbd-4011-98ad-0bec9ba022db,https://www.last.fm/music/Kings+of+Convenience,0,"indie, acoustic, norwegian"
D12,13907660,1520064,9ab19acf-06d9-4c92-bd5a-8c945488d45b,https://www.last.fm/music/D12,0,"rap, Hip-Hop, hip hop"
The Knife,63090352,1515646,cf16d0a3-9d9c-44d4-b610-f0baccc27912,https://www.last.fm/music/The+Knife,0,"electronic, synthpop, swedish"
Roxette,31155232,1510929,d3b2711f-2baa-441a-be95-14945ca7e6ea,https://www.last.fm/music/Roxette,0,"pop, 80s, rock"
Mogwai,78587136,1508271,d700b3f5-45af-4d02-95ed-57d301bda93e,https://www.last.fm/music/Mogwai,0,"post-rock, instrumental, seen live"
OK Go,28540058,1505924,e132d370-2a59-4437-8610-756df28a5a02,https://www.last.fm/music/OK+Go,0,"indie, indie rock, rock"
Sex Pistols,27936921,1495197,e5db18cb-4b1f-496d-a308-548b611090d3,https://www.last.fm/music/Sex+Pistols,0,"punk, punk rock, british"
Daddy Yankee,28154686,1494351,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,https://www.last.fm/music/Daddy+Yankee,0,"Reggaeton, latin, Hip-Hop"
Tori Amos,68332635,1487992,c0b2500e-0cef-4130-869d-732b23ed9df5,https://www.last.fm/music/Tori+Amos,0,"female vocalists, singer-songwriter, alternative"
Robin Thicke,16734622,1484178,ddfd9b2f-186e-4b2c-ad09-01aa5380c225,https://www.last.fm/music/Robin+Thicke,0,"soul, rnb, pop"
Def Leppard,32490410,1482205,7249b899-8db8-43e7-9e6e-22f1e736024e,https://www.last.fm/music/Def+Leppard,0,"hard rock, classic rock, rock"
Morcheeba,44167817,1472063,067102ea-9519-4622-9077-57ca4164cfbb,https://www.last.fm/music/Morcheeba,0,"trip-hop, chillout, electronic"
Andrew Bird,56635593,1470058,081b133e-ce74-42ba-92c1-c18234acb532,https://www.last.fm/music/Andrew+Bird,0,"indie, singer-songwriter, folk"
Bush,26476303,1469874,d5319d7c-7c20-430e-acef-2718aaa90554,https://www.last.fm/music/Bush,0,"Grunge, rock, alternative rock"
Sam Cooke,23259534,1465963,6c8fd0be-d961-454c-aee0-4366a6dbc993,https://www.last.fm/music/Sam+Cooke,0,"soul, rhythm and blues, oldies"
Sixpence None the Richer,15337463,1463521,c2c70ed6-5f10-445c-969f-2c16bc9a4c2e,https://www.last.fm/music/Sixpence+None+the+Richer,0,"pop, female vocalists, rock"
Tony Bennett,14362811,1458327,8be0594f-8c13-46bb-ab06-f93ffba5c776,https://www.last.fm/music/Tony+Bennett,0,"jazz, swing, oldies"
Fort Minor,25151445,1449579,e1564e98-978b-4947-8698-f6fd6f8b0181,https://www.last.fm/music/Fort+Minor,0,"Hip-Hop, rap, alternative"
Andy Williams,11889093,1431332,81e23b53-ede9-4321-a210-d29e94cf1398,https://www.last.fm/music/Andy+Williams,0,"oldies, 60s, easy listening"
Europe,16892878,1431253,ccfe7a3c-1a45-4984-a8d0-644549cefe61,https://www.last.fm/music/Europe,0,"hard rock, rock, 80s"
Apocalyptica,60362583,1430443,788ad31c-bf0c-4a31-83f8-b8b130d79c76,https://www.last.fm/music/Apocalyptica,0,"symphonic metal, instrumental, metal"
Steppenwolf,12423570,1429436,12ff8858-bfcb-4812-a8dd-7e9debf0cbee,https://www.last.fm/music/Steppenwolf,0,"classic rock, rock, hard rock"
Ben Harper,24704305,1427762,bab1a235-a6a5-4e67-90ca-64ac0f991a10,https://www.last.fm/music/Ben+Harper,0,"singer-songwriter, acoustic, folk"
Black Rebel Motorcycle Club,40265973,1423914,32b90c92-9978-4a07-90eb-caa4b22f4907,https://www.last.fm/music/Black+Rebel+Motorcycle+Club,0,"rock, indie rock, indie"
Keri Hilson,12885182,1417649,b76c616a-ec0d-4f0c-b986-f249c4a04d77,https://www.last.fm/music/Keri+Hilson,0,"rnb, pop, female vocalists"
T. Rex,26351044,1414664,c842d29f-a297-48cd-bb71-4f77fd672b16,https://www.last.fm/music/T.+Rex,0,"glam rock, classic rock, rock"
Whitesnake,25566509,1411895,5dedf5cf-a598-4408-9556-3bf3f149f3ba,https://www.last.fm/music/Whitesnake,0,"hard rock, classic rock, rock"
Ludovico Einaudi,54014304,1409246,fa34b363-79df-434f-a5b8-be4e6898543f,https://www.last.fm/music/Ludovico+Einaudi,0,"piano, Classical, contemporary classical"
Basement Jaxx,24157015,1405808,28cbf94d-0700-4095-a188-37e373b069a7,https://www.last.fm/music/Basement+Jaxx,0,"electronic, dance, House"
of Montreal,61491286,1405213,8475297d-fb78-4630-8d74-9b87b6bb7cc8,https://www.last.fm/music/of+Montreal,0,"indie, seen live, indie pop"
Jay Sean,13310330,1402120,e03cf5b6-d2ec-4465-adee-226b518bcfcd,https://www.last.fm/music/Jay+Sean,0,"rnb, pop, soul"
John Coltrane,32751119,1393060,b625448e-bf4a-41c3-a421-72ad46cdb831,https://www.last.fm/music/John+Coltrane,0,"jazz, saxophone, free jazz"
Miike Snow,31164889,1391096,753a1564-aaef-4d39-bc68-4a8d5e328cf7,https://www.last.fm/music/Miike+Snow,0,"electronic, electropop, synth"
The Dandy Warhols,27645439,1388138,5f572b31-8fd9-45ae-9beb-358c98d839df,https://www.last.fm/music/The+Dandy+Warhols,0,"indie, rock, alternative"
Mos Def,30166428,1387607,9f4551c6-1324-4ac5-b3fe-a5c5cfacd54d,https://www.last.fm/music/Mos+Def,0,"Hip-Hop, rap, hip hop"
Seal,17135826,1386679,f053ae01-dae6-4aae-9883-e8c279fdbef4,https://www.last.fm/music/Seal,0,"soul, pop, singer-songwriter"
Dashboard Confessional,40961776,1383056,50549203-9602-451c-b49f-ff031ba8635c,https://www.last.fm/music/Dashboard+Confessional,0,"emo, indie, acoustic"
The Zombies,22499175,1382248,720f4d86-cab5-463d-98bc-5d4bf5c3470e,https://www.last.fm/music/The+Zombies,0,"60s, classic rock, psychedelic"
The Byrds,19685338,1381937,2819834e-4e08-47b0-a2c4-b7672318e8f0,https://www.last.fm/music/The+Byrds,0,"classic rock, 60s, psychedelic"
Puddle of Mudd,19182101,1376105,ff460a70-fdf4-4aa2-b021-8a04da76d88e,https://www.last.fm/music/Puddle+of+Mudd,0,"rock, alternative rock, post-grunge"
Meek Mill,33168929,1369403,31bcadcc-e1da-4cad-bec8-2f4f1d41b095,https://www.last.fm/music/Meek+Mill,0,"Hip-Hop, rap, hip hop"
Kelly Rowland,14276134,1367754,31bea673-d23a-4889-8da1-7cb040863268,https://www.last.fm/music/Kelly+Rowland,0,"rnb, pop, female vocalists"
Bad Religion,82094294,1364382,149e6720-4e4a-41a4-afca-6d29083fc091,https://www.last.fm/music/Bad+Religion,0,"punk, punk rock, seen live"
Daughtry,30513445,1364117,21e3292e-dac8-4609-b57d-402f926aa41f,https://www.last.fm/music/Daughtry,0,"rock, alternative rock, alternative"
Alien Ant Farm,16390504,1358223,8ac6cc32-8ddf-43b1-9ac4-4b04f9053176,https://www.last.fm/music/Alien+Ant+Farm,0,"rock, alternative rock, alternative"
Kate Nash,34555669,1356968,49018fd2-95ef-4f7e-92bb-813159909314,https://www.last.fm/music/Kate+Nash,0,"female vocalists, british, indie"
Joe Cocker,16060599,1352288,32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb,https://www.last.fm/music/Joe+Cocker,0,"classic rock, blues, rock"
Static-X,36419301,1350850,8ac9e35c-e92d-4030-99ef-ba4127b1555c,https://www.last.fm/music/Static-X,0,"industrial metal, metal, Nu Metal"
Sugababes,21904039,1348703,dfa715ac-b536-44df-af43-570d3ea3edec,https://www.last.fm/music/Sugababes,0,"pop, female vocalists, british"
Santigold,32827941,1337188,97b20fe3-0924-4a5f-9955-d0b5c5f9587f,https://www.last.fm/music/Santigold,0,"electronic, indie, seen live"
The Bravery,20933199,1336543,7e30debb-3308-49ab-a5ac-6d49319a5705,https://www.last.fm/music/The+Bravery,0,"indie, indie rock, alternative"
Ray LaMontagne,23867463,1335029,b5c4ffa2-82e1-4b72-b7f3-c60afb74b860,https://www.last.fm/music/Ray+LaMontagne,0,"folk, singer-songwriter, acoustic"
White Lies,39656443,1333266,5bdb38bd-5c5b-4d0f-8901-8bbe1d7062d8,https://www.last.fm/music/White+Lies,0,"indie rock, seen live, post-punk"
Men at Work,14525712,1330764,395cc503-63b5-4a0b-a20a-604e3fcacea2,https://www.last.fm/music/Men+at+Work,0,"80s, new wave, rock"
We Are Scientists,26214018,1326972,9386b36e-87f3-4716-a219-79a07a4e29cc,https://www.last.fm/music/We+Are+Scientists,0,"indie, indie rock, seen live"
Explosions in the Sky,64474905,1322277,4236acde-2ce2-441c-a3d4-38d55f1b5474,https://www.last.fm/music/Explosions+in+the+Sky,0,"post-rock, instrumental, ambient"
Carpenters,20266731,1320416,4580d83b-093e-4241-91fb-2dd71f5f1f3f,https://www.last.fm/music/Carpenters,0,"pop, 70s, female vocalists"
Mudvayne,30720852,1318426,f1c8da15-b408-4149-b863-f1cbe9971f19,https://www.last.fm/music/Mudvayne,0,"Nu Metal, metal, alternative metal"
Bat for Lashes,41101303,1317299,10000730-525f-4ed5-aaa8-92888f060f5f,https://www.last.fm/music/Bat+for+Lashes,0,"female vocalists, indie, alternative"
Ryan Adams,46156672,1317008,c80f38a6-9980-485d-997c-5c1a9cbd0d64,https://www.last.fm/music/Ryan+Adams,0,"singer-songwriter, Alt-country, rock"
Joni Mitchell,33736573,1315281,a6de8ef9-b1a1-4756-97aa-481bbb8a4069,https://www.last.fm/music/Joni+Mitchell,0,"folk, singer-songwriter, female vocalists"
Gavin DeGraw,18344003,1311676,3f2a12e9-6398-42fd-b257-2f6abd4aa5fc,https://www.last.fm/music/Gavin+DeGraw,0,"singer-songwriter, rock, pop"
Awolnation,24828479,1303475,77b29df2-056e-409e-a1b2-5e2bbfe421c4,https://www.last.fm/music/Awolnation,0,"electronic, indie, alternative"
Ingrid Michaelson,26308783,1298661,1fc494a1-9109-4081-a455-2d05bea9d2bf,https://www.last.fm/music/Ingrid+Michaelson,0,"female vocalists, singer-songwriter, indie"
Jethro Tull,36336042,1297846,ece57992-dc2e-4f67-a269-fa43626c1a3d,https://www.last.fm/music/Jethro+Tull,0,"Progressive rock, classic rock, folk rock"
Cut Copy,36852253,1294863,caaba574-dfbc-4681-8e56-19b5150897d2,https://www.last.fm/music/Cut+Copy,0,"electronic, indie, australian"
Herbie Hancock,17978358,1292853,27613b78-1b9d-4ec3-9db5-fa0743465fdd,https://www.last.fm/music/Herbie+Hancock,0,"jazz, funk, Fusion"
Rufus Wainwright,25453587,1292133,78e46ae5-9bfd-433b-be3f-19e993d67ecc,https://www.last.fm/music/Rufus+Wainwright,0,"singer-songwriter, indie, folk"
The Kills,43756521,1290279,2c629b8c-d751-4131-b785-5690bb5e0fd7,https://www.last.fm/music/The+Kills,0,"Garage Rock, indie rock, indie"
David Gray,20202879,1280484,f7ced51c-2105-498b-a399-764ad3941759,https://www.last.fm/music/David+Gray,0,"singer-songwriter, acoustic, indie"
Machine Gun Kelly,74638503,1278324,f6af669a-56ea-448a-a044-de76181ada33,https://www.last.fm/music/Machine+Gun+Kelly,0,"Hip-Hop, rap, pop punk"
Danny Elfman,26056632,1268208,5b24fbab-c58f-4c37-a59d-ab232e2d98c4,https://www.last.fm/music/Danny+Elfman,0,"Soundtrack, instrumental, Classical"
UNKLE,35809217,1265890,6648391e-7890-4f6c-b939-976f215195d3,https://www.last.fm/music/UNKLE,0,"trip-hop, electronic, downtempo"
New Found Glory,42492429,1264482,6acb932e-840d-47ac-8e0d-725ad8a6e52c,https://www.last.fm/music/New+Found+Glory,0,"pop punk, seen live, punk"
Laura Marling,36702265,1264098,cd9713d6-6e5f-4143-9412-4d12b7bd47f2,https://www.last.fm/music/Laura+Marling,0,"folk, female vocalists, singer-songwriter"
Tricky,34312506,1263638,5bf64d94-efd9-4334-96fd-e6197b0b02b8,https://www.last.fm/music/Tricky,0,"trip-hop, electronic, downtempo"
The Stooges,22076672,1262421,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,https://www.last.fm/music/The+Stooges,0,"punk, proto-punk, Garage Rock"
Broken Bells,29366504,1260196,62d364d2-550b-420e-b918-b3bd1e4a2efc,https://www.last.fm/music/Broken+Bells,0,"indie, experimental, indie pop"
Ace of Base,16090811,1256288,d4a1404d-e00c-4bac-b3ba-e3557f6468d6,https://www.last.fm/music/Ace+of+Base,0,"pop, dance, 90s"
Franz Schubert,14752186,1253054,f91e3a88-24ee-4563-8963-fab73d2765ed,https://www.last.fm/music/Franz+Schubert,0,"Classical, romantic, piano"
Fitz and the Tantrums,17730330,1251241,8560d4e8-05e2-4c20-980b-ad2db445dd5d,https://www.last.fm/music/Fitz+and+the+Tantrums,0,"soul, pop, seen live"
NOFX,68663082,1247559,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,https://www.last.fm/music/NOFX,0,"punk, punk rock, seen live"
Blackbear,49492928,1245541,,https://www.last.fm/music/Blackbear,0,"electronic, pop, rnb"
James Taylor,18977223,1236610,c5a69f1d-f4fc-42b1-9e99-5b3cd35406fa,https://www.last.fm/music/James+Taylor,0,"folk, singer-songwriter, acoustic"
Curren$y,20599264,1235719,4ce1c576-305a-4b82-82fa-5e5359056219,https://www.last.fm/music/Curren$y,0,"Hip-Hop, rap, Dirty South"
Devendra Banhart,51337359,1232538,0110e63e-0a9b-4818-af8e-41e180c20b9a,https://www.last.fm/music/Devendra+Banhart,0,"folk, singer-songwriter, indie"
Stars,42192423,1232330,a9e6f9a1-575f-4e03-9488-b9e022c6d3b3,https://www.last.fm/music/Stars,0,"indie, indie pop, Canadian"
Blind Melon,16843076,1231889,38c5cdab-5d6d-43d1-85b0-dac41bde186e,https://www.last.fm/music/Blind+Melon,0,"Grunge, rock, alternative rock"
Dropkick Murphys,51233313,1230072,e8374874-4178-4869-b92e-fef6bf30dc04,https://www.last.fm/music/Dropkick+Murphys,0,"punk, punk rock, seen live"
Diana Krall,22552850,1228101,67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98,https://www.last.fm/music/Diana+Krall,0,"jazz, female vocalists, vocal jazz"
Jane's Addiction,16452040,1227281,e3434cc7-d348-491a-9dc8-325af3d9086d,https://www.last.fm/music/Jane%27s+Addiction,0,"alternative rock, rock, alternative"
Manic Street Preachers,43691677,1226855,32efea44-6cb5-4b4f-bdaa-c8b8f6cef981,https://www.last.fm/music/Manic+Street+Preachers,0,"rock, britpop, seen live"
Primal Scream,21594284,1222867,55704c38-224f-4b75-b29f-d43653f8bc9a,https://www.last.fm/music/Primal+Scream,0,"rock, indie, electronic"
Barenaked Ladies,24138753,1221973,86e736b4-93e2-40ff-9e1c-fb7c63fef5f6,https://www.last.fm/music/Barenaked+Ladies,0,"rock, alternative, Canadian"
BØRNS,21841681,1219054,b2befbb4-c585-4b05-8efa-3deebc8e1385,https://www.last.fm/music/B%C3%98RNS,0,"seen live, pop, indie pop"
Caribou,39907704,1218810,735e3514-a8ae-401f-af3b-6300df1b8d2c,https://www.last.fm/music/Caribou,0,"electronic, seen live, experimental"
Bobby Helms,5410196,1216506,502b3244-0f7d-470c-99e9-b17fe6bcaabf,https://www.last.fm/music/Bobby+Helms,0,"country, christmas, rockabilly"
Moloko,21710836,1214984,2f94016a-3880-4d8c-9af9-0e197ee77189,https://www.last.fm/music/Moloko,0,"electronic, trip-hop, female vocalists"
Peggy Lee,9721290,1214724,5a2463af-eef0-4a22-bc8f-5865fbe9c78e,https://www.last.fm/music/Peggy+Lee,0,"jazz, female vocalists, swing"
Jamie Cullum,23079467,1209222,e0e9d279-37d5-4493-99b8-5a21309502f6,https://www.last.fm/music/Jamie+Cullum,0,"jazz, piano, singer-songwriter"
The Mars Volta,58746810,1208256,20883363-1ea4-4d72-ad72-c0e767038f3e,https://www.last.fm/music/The+Mars+Volta,0,"Progressive rock, experimental, rock"
Dream Theater,111927656,1203502,28503ab7-8bf2-4666-a7bd-2644bfc7cb1d,https://www.last.fm/music/Dream+Theater,0,"Progressive metal, Progressive rock, metal"
The Vines,17883492,1200534,85db45b3-fd2e-42de-9e20-46d4cfe4c429,https://www.last.fm/music/The+Vines,0,"rock, indie, indie rock"
Within Temptation,86064829,1200127,eace2373-31c8-4aba-9a5c-7bce22dd140a,https://www.last.fm/music/Within+Temptation,0,"symphonic metal, Gothic Metal, Female fronted metal"
