name,playcount,listeners,mbid,url,streamable,tags
Autechre,28576316,651609,410c9baf-5469-44f6-9852-826524b80c61,https://www.last.fm/music/Autechre,0,"idm, electronic, experimental"
Bonnie Raitt,6472012,651437,0f0da09c-3940-4cb5-879f-4cea28907810,https://www.last.fm/music/Bonnie+Raitt,0,"blues, female vocalists, singer-songwriter"
Norman Greenbaum,3725005,651422,8f6ade41-0e4d-477c-9ef7-42591fed1133,https://www.last.fm/music/Norman+Greenbaum,0,"classic rock, rock, 70s"
Syd Barrett,11815447,651354,12327d75-47d5-45d9-84c2-3760b9210c17,https://www.last.fm/music/Syd+Barrett,0,"psychedelic, Psychedelic Rock, singer-songwriter"
Souls of Mischief,8000912,650627,7b61cf8f-c042-4bd4-b64a-25cb40f3dd50,https://www.last.fm/music/Souls+of+Mischief,0,"Hip-Hop, underground hip-hop, rap"
Hatebreed,27802738,650364,40b7efb7-1268-4a80-b354-600afdcbe9e2,https://www.last.fm/music/Hatebreed,0,"hardcore, metalcore, seen live"
The Cab,12990788,650298,91f7a868-d82e-4cfb-9cd9-a2ffd7faac25,https://www.last.fm/music/The+Cab,0,"pop punk, alternative, powerpop"
Lil' Kim,7091407,650188,bc1b5c95-e6d6-46b5-957a-5e8908b02c1e,https://www.last.fm/music/Lil%27+Kim,0,"Hip-Hop, rap, hip hop"
The Charlatans,9335980,649862,e788183b-1ca9-4c79-b3fc-78c924dcedcc,https://www.last.fm/music/The+Charlatans,0,"britpop, indie, madchester"
Charlotte Gainsbourg,13297349,649803,6efa29c6-9995-48e0-9eaf-3809464a39a7,https://www.last.fm/music/Charlotte+Gainsbourg,0,"french, female vocalists, indie"
Dev,7013958,649492,7cc04f00-4c8f-40ea-894c-5f65777b3575,https://www.last.fm/music/Dev,0,"electronic, pop, female vocalists"
Gustav Mahler,6688550,649143,8d610e51-64b4-4654-b8df-064b0fb7a9d9,https://www.last.fm/music/Gustav+Mahler,0,"Classical, romantic, austrian"
Secondhand Serenade,13533257,648674,c4caa34e-57b5-432b-ad9d-7e6543944d96,https://www.last.fm/music/Secondhand+Serenade,0,"acoustic, alternative, emo"
Lenka,9473128,648629,ae9ed5e2-4caf-4b3d-9cb3-2ad626b91714,https://www.last.fm/music/Lenka,0,"female vocalists, pop, indie pop"
Dario Marianelli,10892599,647507,9af7a998-33f9-4900-9396-9b5e1862298d,https://www.last.fm/music/Dario+Marianelli,0,"Soundtrack, instrumental, composer"
Duck Sauce,5331329,647467,5269d3d2-63c6-4b8f-8200-6908ffa365d5,https://www.last.fm/music/Duck+Sauce,0,"House, electronic, DIsco House"
Big Boi,10462587,647217,9724aa19-fdf9-49d0-9f9d-944e462e2a5c,https://www.last.fm/music/Big+Boi,0,"Hip-Hop, rap, seen live"
Josh Groban,11675112,646927,12be5b16-915f-44bc-978a-8ddfab235b79,https://www.last.fm/music/Josh+Groban,0,"Classical, pop, opera"
Zella Day,9284216,646922,84f246f7-663b-40cf-a66f-336e8b314836,https://www.last.fm/music/Zella+Day,0,"pop, indie, indie pop"
Youth Lagoon,14105337,646821,4a18722d-5a98-41c8-9e86-814afbffc704,https://www.last.fm/music/Youth+Lagoon,0,"dream pop, Lo-Fi, indie"
Blockhead,14063454,646564,3bd76ebe-c7dc-47bd-a8af-9e46d2a4f782,https://www.last.fm/music/Blockhead,0,"trip-hop, downtempo, ninja tune"
Sigala,9680473,646425,,https://www.last.fm/music/Sigala,0,"dance, House, electronic"
Benny Goodman,6612150,645549,b09ae88f-4156-4caa-b129-1cacb5e1632e,https://www.last.fm/music/Benny+Goodman,0,"jazz, swing, Big Band"
Harry Gregson-Williams,13377857,645468,8974da95-e631-45aa-8fd7-aa0c2795f997,https://www.last.fm/music/Harry+Gregson-Williams,0,"Soundtrack, instrumental, Classical"
Jackie Wilson,4574711,645413,f0bf4fa0-028e-452f-82d3-7d4375e105dd,https://www.last.fm/music/Jackie+Wilson,0,"soul, rhythm and blues, oldies"
112,4501530,644049,9132d515-dc0e-4494-85ae-20f06eed14f9,https://www.last.fm/music/112,0,"rnb, soul, Hip-Hop"
Jagged Edge,4663379,643468,8b4d99eb-7a54-4648-b299-8e1564d11385,https://www.last.fm/music/Jagged+Edge,0,"rnb, jagged edge, soul"
Jack Stauber,15199919,642889,,https://www.last.fm/music/Jack+Stauber,0,"indie pop, hypnagogic pop, zolo"
Todd Rundgren,9498151,642873,1a9a8ca0-ea8e-4e9e-96aa-288155bb2c5d,https://www.last.fm/music/Todd+Rundgren,0,"classic rock, rock, Progressive rock"
Destroyer,19487447,642297,e39cdc7d-5eed-453b-859b-1ac62478f46a,https://www.last.fm/music/Destroyer,0,"indie, seen live, indie rock"
Asia,7425501,642153,8f695099-c714-4ad0-8888-36eca37fee84,https://www.last.fm/music/Asia,0,"Progressive rock, classic rock, rock"
Hardwell,14004388,641935,170d6637-36e0-49dd-a225-c4fd5b77a285,https://www.last.fm/music/Hardwell,0,"House, Progressive House, electro house"
Helios,15182566,641678,dbb0b8b3-9a15-4915-80eb-a070dabdb1f3,https://www.last.fm/music/Helios,0,"ambient, electronic, idm"
Thursday,22713702,641333,0acae232-d31a-4211-b6d0-6af1b6350274,https://www.last.fm/music/Thursday,0,"post-hardcore, emo, screamo"
The Ink Spots,8323171,641180,75f47650-8a52-494a-8334-c5279bc6db09,https://www.last.fm/music/The+Ink+Spots,0,"jazz, swing, 40s"
The Future Sound of London,13628369,640882,a1d77dd4-8728-4a47-bdfa-9663d791139c,https://www.last.fm/music/The+Future+Sound+of+London,0,"ambient, electronic, idm"
Kyuss,30047337,640597,ea0f2a37-7007-4217-a812-396227f5013a,https://www.last.fm/music/Kyuss,0,"Stoner Rock, desert rock, stoner"
Wavves,21701084,639075,763cf642-45ad-42ed-a1c3-e977eaa3b260,https://www.last.fm/music/Wavves,0,"Lo-Fi, noise pop, noise rock"
Redman,8377239,639046,1f1f6737-b930-46fc-8d25-110bb99f7490,https://www.last.fm/music/Redman,0,"Hip-Hop, rap, hip hop"
DIIV,21284204,638800,b5ff61dd-0154-4e80-b46b-c733f87db602,https://www.last.fm/music/DIIV,0,"shoegaze, dream pop, Lo-Fi"
Anathema,59960845,638391,649ce5ae-2bb9-441f-a4a2-ec2ba6977853,https://www.last.fm/music/Anathema,0,"doom metal, Progressive rock, Progressive metal"
The Knack,3742416,637710,ac045e87-bbe6-442d-981b-7279fd8f483a,https://www.last.fm/music/The+Knack,0,"rock, new wave, classic rock"
Ray Parker Jr.,2982028,637676,af9c073c-f230-4527-8fcd-2338fe1e129e,https://www.last.fm/music/Ray+Parker+Jr.,0,"80s, pop, Soundtrack"
Moderat,28302693,637665,7754905b-8bf7-48e2-935a-03d566fec464,https://www.last.fm/music/Moderat,0,"electronic, idm, seen live"
Andrew Lloyd Webber,15278128,637240,980ee2d8-2ee9-407b-b48e-48360fbc7437,https://www.last.fm/music/Andrew+Lloyd+Webber,0,"musical, Soundtrack, Classical"
Fine Young Cannibals,4626922,637237,23b0f3d6-ba54-4597-a1c7-24c6dd348ef7,https://www.last.fm/music/Fine+Young+Cannibals,0,"80s, pop, new wave"
Bridgit Mendler,9993956,636380,f59f7cee-8f6a-4a6f-b23c-f3b5fdf6208f,https://www.last.fm/music/Bridgit+Mendler,0,"pop, Disney, female vocalists"
Richard Marx,5633900,635004,e33c460f-011a-469a-b934-08932a3729c4,https://www.last.fm/music/Richard+Marx,0,"pop, 80s, soft rock"
Eric Church,10884689,634717,15856215-cc51-4423-879c-9ac955ccb11a,https://www.last.fm/music/Eric+Church,0,"country, modern country, eric church"
Mr. Mister,4271282,633598,5c01e170-1302-4e75-a10c-d9e440b0c68f,https://www.last.fm/music/Mr.+Mister,0,"80s, pop, rock"
65daysofstatic,32765934,633479,0cd12ab3-9628-45ef-a97b-ff18624f14a0,https://www.last.fm/music/65daysofstatic,0,"post-rock, instrumental, experimental"
The Damned,10976405,633265,77d21c13-846f-4f48-9546-873949eff6ae,https://www.last.fm/music/The+Damned,0,"punk, punk rock, post-punk"
Joe Satriani,25424521,633262,29762c82-bb92-4acd-b1fb-09cc4da250d2,https://www.last.fm/music/Joe+Satriani,0,"guitar virtuoso, instrumental rock, rock"
Killing Joke,14532975,632906,f5aca88c-e3c1-4bc2-af33-68a9a9f7b56a,https://www.last.fm/music/Killing+Joke,0,"post-punk, industrial, new wave"
DJ Krush,13600348,632423,38d16213-25ba-450d-8665-4e08548e62e3,https://www.last.fm/music/DJ+Krush,0,"trip-hop, electronic, Hip-Hop"
Great Lake Swimmers,9984851,631730,64deac19-021e-4dc1-8d11-658be8763589,https://www.last.fm/music/Great+Lake+Swimmers,0,"folk, indie, Canadian"
Saba,24559764,631583,c2311581-df24-451e-8232-a9dcee3bfa62,https://www.last.fm/music/Saba,0,"hip hop, seen live, rap"
Ram Jam,3698340,631561,f2be3d59-c508-492b-a553-056fc8a7e7b0,https://www.last.fm/music/Ram+Jam,0,"classic rock, rock, hard rock"
Bachman-Turner Overdrive,4787223,631555,7a3b3f80-04b8-4968-b432-fbcd3f350716,https://www.last.fm/music/Bachman-Turner+Overdrive,0,"classic rock, rock, hard rock"
Electric Guest,9547088,631007,01202233-d155-4cfa-83bf-55dc776bc309,https://www.last.fm/music/Electric+Guest,0,"indie pop, indie, electronic"
Deerhoof,16944710,630792,11eabe0c-2638-4808-92f9-1dbd9c453429,https://www.last.fm/music/Deerhoof,0,"experimental, seen live, indie"
Biosphere,16710318,630286,a5ee1ebe-a645-45d2-8319-d101fe62e581,https://www.last.fm/music/Biosphere,0,"ambient, electronic, experimental"
Sonny Rollins,6191755,630149,eb34b261-d9da-4ab4-abd3-34e7690d80ef,https://www.last.fm/music/Sonny+Rollins,0,"jazz, saxophone, bebop"
HammerFall,29823766,629786,abf5f674-dbad-4219-b3ad-dbd6fb163c8e,https://www.last.fm/music/HammerFall,0,"Power metal, heavy metal, metal"
Accept,18396306,629719,41f4d85a-0bd7-4602-a3e3-8c47f36efb0a,https://www.last.fm/music/Accept,0,"heavy metal, hard rock, metal"
Mirah,11519253,629601,e4c226f2-ba57-483f-be6b-3391112244b8,https://www.last.fm/music/Mirah,0,"indie, female vocalists, singer-songwriter"
Eddie Money,4665225,629304,0e990816-cb3e-4930-a2eb-77909e42cd66,https://www.last.fm/music/Eddie+Money,0,"classic rock, rock, 80s"
Ride,14742673,629194,3f575ecd-627d-4f08-a89f-abd46d469c7e,https://www.last.fm/music/Ride,0,"shoegaze, dream pop, indie"
Lianne La Havas,13619541,628008,680466d6-f05b-44f6-858d-625d1b5087f6,https://www.last.fm/music/Lianne+La+Havas,0,"soul, british, female vocalists"
Diddy - Dirty Money,4325768,627232,480cdd78-e54e-4518-9ec9-572a62d7e1e1,https://www.last.fm/music/Diddy+-+Dirty+Money,0,"Hip-Hop, rnb, rap"
"Royce da 5'9""",7030226,627215,,https://www.last.fm/music/Royce+da+5%279%22,0,"Hip-Hop, rap, detroit"
Grand Funk Railroad,6951921,626788,103241b0-6adf-4b4f-9cff-5c87459f61a4,https://www.last.fm/music/Grand+Funk+Railroad,0,"classic rock, hard rock, rock"
Slade,6430708,626182,2e700147-56a3-416b-a95d-381ea42f947f,https://www.last.fm/music/Slade,0,"glam rock, classic rock, hard rock"
Ritchie Valens,3872420,625937,5222714d-21ee-4061-87f7-c749f1586790,https://www.last.fm/music/Ritchie+Valens,0,"Rock and Roll, rockabilly, 50s"
Dizzy Gillespie,5707898,625657,e9ba8ccb-505f-4e5c-b909-65998d0d35b5,https://www.last.fm/music/Dizzy+Gillespie,0,"jazz, bebop, trumpet"
Wax Tailor,14177609,625623,c24b47a1-2f52-44f3-a3c6-374dca844731,https://www.last.fm/music/Wax+Tailor,0,"trip-hop, downtempo, electronic"
Bag Raiders,8382875,625461,6a3d87ad-dd71-4e8f-b8dd-78b61e0e7fe6,https://www.last.fm/music/Bag+Raiders,0,"electronic, dance, electro"
Maria Mena,12631872,625446,88679ca2-2080-4cea-8669-41ab4b8d865d,https://www.last.fm/music/Maria+Mena,0,"female vocalists, pop, singer-songwriter"
Phosphorescent,9732597,625430,739da2f1-0741-4c60-a6ed-f42d49bf2eb1,https://www.last.fm/music/Phosphorescent,0,"folk, singer-songwriter, seen live"
Cashmere Cat,8373804,625163,8fbcd70f-bf1e-4624-b94a-fcff6b0c637e,https://www.last.fm/music/Cashmere+Cat,0,"electronic, chillwave, seen live"
Glen Hansard,10268871,625116,57f89cad-d2ef-48df-9119-8287b106716a,https://www.last.fm/music/Glen+Hansard,0,"singer-songwriter, irish, acoustic"
Ringo Starr,5048287,625047,300c4c73-33ac-4255-9d57-4e32627f5e13,https://www.last.fm/music/Ringo+Starr,0,"classic rock, rock, british"
Louis Prima,4976575,624812,b5997eef-2516-491a-a10e-5cee842bbcdc,https://www.last.fm/music/Louis+Prima,0,"swing, jazz, Big Band"
Black Lips,13439095,624113,e940d7a3-01d0-468c-86ea-5dc4d89dcf80,https://www.last.fm/music/Black+Lips,0,"seen live, Garage Rock, Garage Punk"
Hot Chelle Rae,6422675,623983,20aee940-3b65-4d04-8768-9a5918db2973,https://www.last.fm/music/Hot+Chelle+Rae,0,"rock, pop, alternative"
Our Lady Peace,13359519,622689,78661da3-894c-4947-a34b-fb7edf585d9b,https://www.last.fm/music/Our+Lady+Peace,0,"rock, alternative, alternative rock"
Paul Kalkbrenner,21818504,622670,a5f92d47-b562-4582-b267-71963a515f4c,https://www.last.fm/music/Paul+Kalkbrenner,0,"minimal, electronic, techno"
Joe Walsh,4617921,622623,c6f5969f-1f65-465c-8603-ec2d1e31e39d,https://www.last.fm/music/Joe+Walsh,0,"classic rock, rock, Southern Rock"
Epica,47936956,622529,dd5b4384-84ae-4d04-a27c-4d79a74757a1,https://www.last.fm/music/Epica,0,"symphonic metal, Gothic Metal, Female fronted metal"
Michael Bolton,5216945,622368,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,https://www.last.fm/music/Michael+Bolton,0,"pop, soft rock, soul"
Deep Blue Something,3562484,621515,ae3f6a8a-c465-4707-8667-8ce0172bc417,https://www.last.fm/music/Deep+Blue+Something,0,"rock, pop, 90s"
The Band Perry,5745012,621454,28955336-2348-488a-9381-e3a7b0107343,https://www.last.fm/music/The+Band+Perry,0,"country, female vocalists, modern country"
Marc Anthony,7340851,621338,25607613-aceb-445a-8519-83a2ee0f8402,https://www.last.fm/music/Marc+Anthony,0,"salsa, latin, pop"
Battles,16982044,620829,8522b9b6-b295-48d7-9a10-8618fb80beb8,https://www.last.fm/music/Battles,0,"math rock, experimental, seen live"
Booka Shade,12005823,620632,9940c604-2456-4193-a403-ab18420bc1e9,https://www.last.fm/music/Booka+Shade,0,"minimal, electronic, House"
Faith Evans,4478807,620258,ebcd0bad-75ef-4203-b7b3-7af38a9ef198,https://www.last.fm/music/Faith+Evans,0,"rnb, soul, female vocalists"
The J. Geils Band,3986693,620083,43b9b30b-f719-464a-8bf3-07c294c257b2,https://www.last.fm/music/The+J.+Geils+Band,0,"classic rock, rock, 80s"
Hammock,21928523,618577,5b9d784c-33eb-4a78-a976-c97b672370fa,https://www.last.fm/music/Hammock,0,"post-rock, ambient, instrumental"
Mýa,4849423,618131,7c5e39c3-7645-4e37-968d-a4e45cd38c5d,https://www.last.fm/music/M%C3%BDa,0,"rnb, female vocalists, soul"
Fats Domino,5132195,618022,e787de5d-49e2-4b1f-9bde-1fd3a671b971,https://www.last.fm/music/Fats+Domino,0,"blues, rhythm and blues, rock n roll"
Gayle,6861551,617775,,https://www.last.fm/music/Gayle,0,"pop, female vocalists, USA"
Midnight Oil,8026937,617595,05072650-4b05-4e8b-83d0-dba2576e306a,https://www.last.fm/music/Midnight+Oil,0,"rock, australian, 80s"
The Saturdays,14904383,616654,04b61dcd-28c9-4a3a-89af-4c290535845b,https://www.last.fm/music/The+Saturdays,0,"pop, british, female vocalists"
Immortal Technique,12790053,616612,ef4db186-ff43-4708-a713-3ce1e05657a1,https://www.last.fm/music/Immortal+Technique,0,"Hip-Hop, rap, underground hip-hop"
Cannibal Corpse,36576596,616360,af8e4cc5-ef54-458d-a194-7b210acf638f,https://www.last.fm/music/Cannibal+Corpse,0,"death metal, Brutal Death Metal, seen live"
Oscar Peterson,7159507,615980,ed801bdd-f057-41c0-94fb-76cb5676cd59,https://www.last.fm/music/Oscar+Peterson,0,"jazz, piano, jazz piano"
Warrant,6031935,615560,a00df488-9c2c-494a-a46c-840cb153302a,https://www.last.fm/music/Warrant,0,"hard rock, hair metal, 80s"
Swans,41413815,615542,3285dc48-9505-469d-ad8a-bdf2d3dba632,https://www.last.fm/music/Swans,0,"post-punk, industrial, experimental"
Sea Wolf,8078256,615157,81be1ffb-da44-4449-abdb-40d5b34192f9,https://www.last.fm/music/Sea+Wolf,0,"indie, singer-songwriter, indie pop"
The Backseat Lovers,18888317,615118,,https://www.last.fm/music/The+Backseat+Lovers,0,"indie rock, seen live, rock"
Tiga,7247526,615064,6ee8934a-6970-4dce-b2ac-53a93a41af21,https://www.last.fm/music/Tiga,0,"electronic, electro, Electroclash"
Warren Zevon,9964944,614899,970fb29f-e288-403e-a388-d2a7889bfa47,https://www.last.fm/music/Warren+Zevon,0,"singer-songwriter, rock, classic rock"
Cannonball Adderley,5970053,613888,a4c73ebe-b2c7-4f13-b99d-2fe1f9f27da8,https://www.last.fm/music/Cannonball+Adderley,0,"jazz, saxophone, bebop"
Title Fight,37949275,613823,1154d345-8061-4d04-a52a-6214288523ac,https://www.last.fm/music/Title+Fight,0,"melodic hardcore, pop punk, punk"
Grace Jones,8310783,613075,b1c124b3-cf60-41a6-8699-92728c8a3fe0,https://www.last.fm/music/Grace+Jones,0,"Disco, new wave, pop"
Tonic,4813054,612784,ed8e4b83-27de-4bac-8bce-18c7d5505ff6,https://www.last.fm/music/Tonic,0,"rock, alternative rock, alternative"
DJ Jazzy Jeff & The Fresh Prince,3356588,612325,a663d7d0-754b-40e2-9ea3-3c6c39fd5937,https://www.last.fm/music/DJ+Jazzy+Jeff+&+The+Fresh+Prince,0,"Hip-Hop, rap, hip hop"
Bladee,207466887,611928,cd689e77-dfdd-4f81-b50c-5e5a3f5e38a4,https://www.last.fm/music/Bladee,0,"cloud rap, drain, Hip-Hop"
Deee-Lite,4650185,611748,83d401e8-3322-4491-98d3-ec3a567c5047,https://www.last.fm/music/Deee-Lite,0,"dance, pop, electronic"
Liam Payne,9179331,611311,,https://www.last.fm/music/Liam+Payne,0,"pop, FLOP, one direction"
Wes Montgomery,7768291,611069,663f8232-8c46-4851-803f-a91d31593b14,https://www.last.fm/music/Wes+Montgomery,0,"jazz, jazz guitar, guitar"
Q-Tip,7320595,610695,,https://www.last.fm/music/Q-Tip,0,"Hip-Hop, rap, hip hop"
Phillip Phillips,8431242,610282,838483d3-a803-4194-9754-ad634fba8553,https://www.last.fm/music/Phillip+Phillips,0,"folk, rock, American Idol"
AlunaGeorge,11256299,609952,e9da3ed5-eb9a-4f70-a0ed-4e59e380601f,https://www.last.fm/music/AlunaGeorge,0,"electronic, trip-hop, seen live"
Naughty By Nature,4843815,609877,3bdcd49d-212e-4f4f-877a-eac1e4a2bddc,https://www.last.fm/music/Naughty+By+Nature,0,"Hip-Hop, rap, old school"
Rupert Holmes,3950048,609719,3e7ef7ed-18c1-436d-b946-7e7e63ace408,https://www.last.fm/music/Rupert+Holmes,0,"pop, soft rock, 70s"
The Pains of Being Pure at Heart,15681728,609535,46f4e349-ddec-4131-9367-91b630a821d0,https://www.last.fm/music/The+Pains+of+Being+Pure+at+Heart,0,"shoegaze, indie pop, dream pop"
Scouting for Girls,8599129,609278,854b0687-f9fc-4109-b59f-dbe84ebc5de6,https://www.last.fm/music/Scouting+for+Girls,0,"indie, british, indie pop"
Townes Van Zandt,15312139,609013,d67d1a21-6e45-4dd6-aef0-0191ba3796e0,https://www.last.fm/music/Townes+Van+Zandt,0,"folk, singer-songwriter, country"
Saint Etienne,10794526,608365,3997d4a6-c2bd-4191-8406-eb07f0abb5d2,https://www.last.fm/music/Saint+Etienne,0,"electronic, pop, indie pop"
Ozuna,16028350,608109,,https://www.last.fm/music/Ozuna,0,"Reggaeton, latin, puerto rico"
Bahamas,7877761,607739,294d06f7-fd1f-4cbe-a433-bb9cd6ac937b,https://www.last.fm/music/Bahamas,0,"seen live, Canadian, singer-songwriter"
Count Basie,5805821,607296,0dbd6300-efdc-420b-857e-895e18fad317,https://www.last.fm/music/Count+Basie,0,"jazz, swing, Big Band"
Josh Turner,5919557,606686,a19d4ee1-091c-4884-a1cd-e959fd581576,https://www.last.fm/music/Josh+Turner,0,"country, modern country, josh turner"
The Lemonheads,9237852,606395,58a53082-a629-4ff1-a44d-7492d6f6e8fb,https://www.last.fm/music/The+Lemonheads,0,"alternative, indie, alternative rock"
Rag'n'Bone Man,8337377,606171,,https://www.last.fm/music/Rag%27n%27Bone+Man,0,"soul, blues, seen live"
Dead Can Dance,34819860,606013,ccda046a-2674-4f7d-97e6-f23d6c156432,https://www.last.fm/music/Dead+Can+Dance,0,"ambient, ethereal, darkwave"
Boyce Avenue,16153836,605420,0e517f4b-6d89-48f0-8a11-16416bd0fdcb,https://www.last.fm/music/Boyce+Avenue,0,"acoustic, alternative, rock"
Chiodos,20417919,604566,b755836a-0cb6-4577-a678-55a5a6402d70,https://www.last.fm/music/Chiodos,0,"post-hardcore, screamo, hardcore"
Blues Traveler,6174024,603961,6b28ecf0-94e6-48bb-aa2a-5ede325b675b,https://www.last.fm/music/Blues+Traveler,0,"blues, rock, blues rock"
Saves the Day,24349160,603959,593f8594-83ad-4df4-a9b8-e4d225f55440,https://www.last.fm/music/Saves+the+Day,0,"emo, seen live, pop punk"
The Unicorns,11162139,603918,603c5f9f-492a-4f21-9d6f-1642a5dbea2d,https://www.last.fm/music/The+Unicorns,0,"indie, indie pop, indie rock"
Juvenile,3591875,603887,ba9afaf0-ef3a-42a6-afe0-f924193629bb,https://www.last.fm/music/Juvenile,0,"rap, Hip-Hop, Dirty South"
Sleater-Kinney,21101826,602890,e36e78eb-3ace-4acd-882c-16789e700ab7,https://www.last.fm/music/Sleater-Kinney,0,"riot grrrl, indie rock, indie"
Gabrielle Aplin,10683022,602890,4abebe04-1e85-427b-9950-563945850f2e,https://www.last.fm/music/Gabrielle+Aplin,0,"acoustic, indie pop, female vocalists"
The Get Up Kids,17074432,602779,1b54e90c-638e-4fdd-a20e-4ab09db9fdaf,https://www.last.fm/music/The+Get+Up+Kids,0,"emo, indie, seen live"
Celldweller,28268504,602444,fad8967c-a327-4af5-a64a-d4de66ece652,https://www.last.fm/music/Celldweller,0,"industrial, electronic, industrial rock"
Soulwax,10206194,601951,68ec1b08-3c2e-40b3-b0af-8f323743fdff,https://www.last.fm/music/Soulwax,0,"electronic, seen live, alternative"
Bomfunk MC's,5946667,601729,5dfbf314-2052-4c3b-9a7a-5270fb3b2a55,https://www.last.fm/music/Bomfunk+MC%27s,0,"electronic, breakbeat, dance"
Coal Chamber,8860151,601595,f3430779-bbec-437b-944d-1fbf45d2e786,https://www.last.fm/music/Coal+Chamber,0,"Nu Metal, metal, industrial"
Men Without Hats,4341743,600671,bcabb743-60ed-406b-94da-9bf82e032e58,https://www.last.fm/music/Men+Without+Hats,0,"new wave, 80s, synthpop"
Joan Osborne,4463141,600033,746916c9-fd36-44e6-823d-03185e596f58,https://www.last.fm/music/Joan+Osborne,0,"female vocalists, rock, singer-songwriter"
BROODS,11648602,600004,68205c8f-9518-4b49-8df7-bd297da67599,https://www.last.fm/music/BROODS,0,"electronic, indie pop, dream pop"
Ike & Tina Turner,4138797,599928,b66fa5c1-ebab-402a-865d-26acaf8de3d5,https://www.last.fm/music/Ike+&+Tina+Turner,0,"soul, rhythm and blues, blues"
Foghat,4023584,599712,3cc3942d-bbfc-446d-a8f4-f0e1e238ca86,https://www.last.fm/music/Foghat,0,"classic rock, hard rock, rock"
SG Lewis,9584682,599216,,https://www.last.fm/music/SG+Lewis,0,"electronic, chillwave, pop"
Damien Jurado,11420874,598540,f4805b9d-68f8-438e-8f13-ec7bcb4c8581,https://www.last.fm/music/Damien+Jurado,0,"folk, singer-songwriter, indie"
Vitamin String Quartet,11751926,598496,56cfe6aa-b464-43d2-bec7-8ec52f313e7d,https://www.last.fm/music/Vitamin+String+Quartet,0,"instrumental, Classical, covers"
The Knocks,7378630,598430,9157ad72-3893-47da-986a-0aa7313f7429,https://www.last.fm/music/The+Knocks,0,"electronic, seen live, synthpop"
Tommy James & The Shondells,4247658,598163,a159ba9e-8be9-4d42-9796-efa37b48cb8a,https://www.last.fm/music/Tommy+James+&+The+Shondells,0,"60s, classic rock, oldies"
Screaming Trees,8147006,598022,eda2c063-886b-4150-8665-2858fbeb737f,https://www.last.fm/music/Screaming+Trees,0,"Grunge, alternative rock, rock"
Cursive,18754673,597893,c4153c51-b4ac-4183-beb3-c5dbfce39176,https://www.last.fm/music/Cursive,0,"indie, indie rock, seen live"
Wiley,7868645,597656,d0f61299-9caa-4e6b-8b10-2839de120b27,https://www.last.fm/music/Wiley,0,"Grime, Hip-Hop, rap"
Mount Eerie,19390272,597444,e5306b29-16c0-4520-bb05-6b21f041b2f0,https://www.last.fm/music/Mount+Eerie,0,"Lo-Fi, folk, seen live"
O-Zone,4359649,597178,5cb608ea-bd36-4a33-b9a5-822c7fc4194d,https://www.last.fm/music/O-Zone,0,"dance, pop, Romanian"
Quasimoto,17274180,596597,b614843c-bec3-421f-9af1-03169cdd4b63,https://www.last.fm/music/Quasimoto,0,"Hip-Hop, underground hip-hop, hip hop"
SoKo,11366129,595848,c0dd8604-9b6d-4a2c-999d-be7acef71b75,https://www.last.fm/music/SoKo,0,"indie, french, female vocalists"
Katatonia,67991504,595293,61ed9c9c-79eb-4e8f-8015-bd599ac0ab49,https://www.last.fm/music/Katatonia,0,"doom metal, Progressive metal, depressive rock"
Oingo Boingo,15884713,595078,166bc1cb-a2b7-412d-bcd5-5f439d2cf5f1,https://www.last.fm/music/Oingo+Boingo,0,"new wave, 80s, rock"
Shontelle,3942752,594837,cfb2b49e-a921-4171-b089-853d9fc16d2c,https://www.last.fm/music/Shontelle,0,"rnb, pop, female vocalists"
Soilwork,40323770,594175,d8d1b067-78bb-4db7-8f91-db2ff9a83ee5,https://www.last.fm/music/Soilwork,0,"Melodic Death Metal, metal, death metal"
CKY,12604268,593942,4ed35152-5207-4101-8904-6cb5d159b545,https://www.last.fm/music/CKY,0,"rock, hard rock, alternative rock"
Midlake,13439603,593343,da90b5da-349e-4906-a0b4-805f5e46190d,https://www.last.fm/music/Midlake,0,"indie, seen live, indie rock"
Meshuggah,36449312,593327,cf8b3b8c-118e-4136-8d1d-c37091173413,https://www.last.fm/music/Meshuggah,0,"Progressive metal, math metal, Technical Metal"
Ray J,2964972,593203,9a07de5c-37e5-4907-ac77-ba9674a9bd6a,https://www.last.fm/music/Ray+J,0,"rnb, Hip-Hop, soul"
Sam Feldt,8087726,593041,,https://www.last.fm/music/Sam+Feldt,0,"House, electronic, dance"
Jon Brion,11413740,592700,a32e4aac-1db8-4dc6-be34-a813c4530627,https://www.last.fm/music/Jon+Brion,0,"Soundtrack, instrumental, indie"
Ry x,8850568,592424,3b4cd16e-3a25-4c7b-ada6-33f5ea91e1b1,https://www.last.fm/music/Ry+x,0,"seen live, indie, folk"
Brian McKnight,5081643,591865,bf75ef89-7b4c-4771-ac43-4d5c10617190,https://www.last.fm/music/Brian+McKnight,0,"rnb, soul, Brian McKnight"
The Blues Brothers,8494794,591636,7252abc2-dfc8-4aa6-889f-2d168b265403,https://www.last.fm/music/The+Blues+Brothers,0,"blues, rhythm and blues, soul"
Big Star,11730408,591370,21d177ba-3d51-461e-9b3f-ad9a80b419dc,https://www.last.fm/music/Big+Star,0,"power pop, rock, 70s"
